species	exemplar	exemplar_isolate	exemplar_genbank_accession	exemplar_refseq_accession	exemplar_seq_complete	isolate_csv	isolate_genbank_accession_csv	isolate_seq_complete_csv	alternative_name_csv	abbrev_csv	isolate_abbrev	sort	taxnode_id	host	molecule	vmr_uid
Diydovirus borborovicinum	E		BK014140		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR6960509_2		NULL	1	202210719	bacteria	ssRNA(+)	1290
Dugnivirus chthonadaptatum	E		BK013522		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Gerhypos.2_22		NULL	1	202210723	bacteria	ssRNA(+)	1291
Dugnivirus solivicinum	E		BK013780		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Gephyllon.2_10		NULL	1	202210721	bacteria	ssRNA(+)	1292
Dugnivirus solivivens	E		BK013469		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Gephyllon.3_17		NULL	1	202210722	bacteria	ssRNA(+)	1293
Firunevirus limicola	E		BK013653		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR5467090_1		NULL	1	202210725	bacteria	ssRNA(+)	1294
Gohshovirus asiadaptatum	E		BK013760		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR7976356_4		NULL	1	202210727	bacteria	ssRNA(+)	1295
Hehspivirus edaphadaptatum	E		BK013448		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Zoerhiza.4_1		NULL	1	202210729	bacteria	ssRNA(+)	1296
Helacdivirus borborovicinum	E		BK013574		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR6050738_1		NULL	1	202210731	bacteria	ssRNA(+)	1297
Hirvovirus caenivicinum	E		BK013728		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR7976310_1		NULL	1	202210733	bacteria	ssRNA(+)	1298
Huhmpluvirus limenecus	E		BK014112		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR5466728_2		NULL	1	202210735	bacteria	ssRNA(+)	1299
Huleruivirus geocola	E		BK013524		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Gerhypos.2_18		NULL	1	202210737	bacteria	ssRNA(+)	1300
Hysdruvirus geovivens	E		BK013392		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Esthiorhiza.2_46		NULL	1	202210740	bacteria	ssRNA(+)	1301
Hysdruvirus telluradaptatum	E		BK013934		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Esthiorhiza.3_13		NULL	1	202210741	bacteria	ssRNA(+)	1302
Hysdruvirus tellurenecus	E		BK013875		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Gerhypos.1_5		NULL	1	202210743	bacteria	ssRNA(+)	1303
Hysdruvirus telluricola	E		BK013502		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Gerhypos.1_41		NULL	1	202210742	bacteria	ssRNA(+)	1304
Hysdruvirus tellurihabitans	E		BK013888		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Gerhypos.4_10		NULL	1	202210739	bacteria	ssRNA(+)	1305
Hysdruvirus tellurivicinum	E		BK013981		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Zoerhiza.3_1		NULL	1	202210744	bacteria	ssRNA(+)	1306
Ichonovirus limivicinum	E		BK013768		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR7976357_3		NULL	1	202210746	bacteria	ssRNA(+)	1307
Ipivevirus pelenecus	E		BK013684		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR6960509_1		NULL	1	202210748	bacteria	ssRNA(+)	1308
Isoihlovirus terrihabitans	E		BK013420		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Zoerhiza.1_9		NULL	1	202210750	bacteria	ssRNA(+)	1309
Kempsvovirus caenivivens	E		BK014081		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR5466337_1		NULL	1	202210752	bacteria	ssRNA(+)	1310
Kihrivirus limicola	E		BK013609		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR6960803_3		NULL	1	202210754	bacteria	ssRNA(+)	1311
Kimihcavirus limivivens	E		BK014211		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR7976356_3		NULL	1	202210756	bacteria	ssRNA(+)	1312
Kudohovirus pelocola	E		BK013755		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR7976326_2		NULL	1	202210758	bacteria	ssRNA(+)	1313
Kuhfotivirus pelohabitans	E		BK014129		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR5467139_1		NULL	1	202210760	bacteria	ssRNA(+)	1314
Lahcomavirus asienecus	E		BK014123		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR5467091_2		NULL	1	202210762	bacteria	ssRNA(+)	1315
Lehptevirus asiohabitans	E		BK013630		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR5466364_2		NULL	1	202210765	bacteria	ssRNA(+)	1316
Lehptevirus asiovicinum	E		BK013664		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR5467091_3		NULL	1	202210766	bacteria	ssRNA(+)	1317
Lehptevirus asiovivens	E		BK013695		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR6960551_2		NULL	1	202210767	bacteria	ssRNA(+)	1318
Lehptevirus borboradaptatum	E		BK014206		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR7976325_3		NULL	1	202210768	bacteria	ssRNA(+)	1319
Lehptevirus chorohabitans	E		BK013885		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Gephyllon.1_9		NULL	1	202210764	bacteria	ssRNA(+)	1320
Lobdovirus arvadaptatum	E		BK013785		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Gerhypos.4_28		NULL	1	202210773	bacteria	ssRNA(+)	1321
Lobdovirus arvenecus	E		BK013414		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Zoerhiza.4_15		NULL	1	202210774	bacteria	ssRNA(+)	1322
Lobdovirus arvicola	E		BK013915		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Zoerhiza.1_12		NULL	1	202210770	bacteria	ssRNA(+)	1323
Lobdovirus chorovicinum	E		BK013855		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Esthiorhiza.3_4		NULL	1	202210771	bacteria	ssRNA(+)	1324
Lobdovirus chorovivens	E		BK013840		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Gephyllon.2_11		NULL	1	202210772	bacteria	ssRNA(+)	1325
Madisduvirus caenivivens	E		BK013711		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR7976299_1		NULL	1	202210776	bacteria	ssRNA(+)	1326
Mitdiwavirus asiocola	E		BK014171		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR7976299_2		NULL	1	202210778	bacteria	ssRNA(+)	1327
Moloevirus chthonenecus	E		BK013880		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Gerhypos.2_9		NULL	1	202210780	bacteria	ssRNA(+)	1328
Monekavirus asiovivens	E		BK014072		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR6960803_1		NULL	1	202210782	bacteria	ssRNA(+)	1329
Nehujevirus caenicola	E		BK013726		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR7976301_1		NULL	1	202210784	bacteria	ssRNA(+)	1330
Neratovirus caenihabitans	E		BK013765		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR7976357_4		NULL	1	202210786	bacteria	ssRNA(+)	1331
Niginuvirus limadaptatum	E		BK014212		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR7976356_1		NULL	1	202210788	bacteria	ssRNA(+)	1332
Pagohnivirus humenecus	E		BK013975		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Zoerhiza.2_8		NULL	1	202210790	bacteria	ssRNA(+)	1333
Pihngevirus agrivivens	E		BK013902		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Esthiorhiza.2_7		NULL	1	202210792	bacteria	ssRNA(+)	1334
Pihngevirus choradaptatum	E		BK014039		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Gephyllon.3_2		NULL	1	202210793	bacteria	ssRNA(+)	1335
Pihngevirus chorocola	E		BK013948		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Gephyllon.4_3		NULL	1	202210794	bacteria	ssRNA(+)	1336
Pohlydovirus arvivicinum	E		BK013935		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Esthiorhiza.4_2		NULL	1	202210796	bacteria	ssRNA(+)	1337
Pohlydovirus arvivivens	E		BK014011		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Zoerhiza.3_2		NULL	1	202210797	bacteria	ssRNA(+)	1338
Psoetuvirus pedenecus	E		BK013770		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Zoerhiza.1_27		NULL	1	202210799	bacteria	ssRNA(+)	1339
Qeihnovirus defluviicola	E		BK013373		Coding-complete genome	NULL	NULL	NULL	ssRNA phage ESE018		NULL	1	202210801	bacteria	ssRNA(+)	1340
Qeihnovirus luticola	E		BK013629		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR5466364_1		NULL	1	202210802	bacteria	ssRNA(+)	1341
Qeihnovirus lutihabitans	E		BK014151		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR6960549_1		NULL	1	202210803	bacteria	ssRNA(+)	1342
Qeihnovirus lutivicinum	E		BK014203		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR7976325_1		NULL	1	202210804	bacteria	ssRNA(+)	1343
Qeihnovirus lutivivens	E		BK013764		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR7976357_1		NULL	1	202210805	bacteria	ssRNA(+)	1344
Qeihnovirus peladaptatum	E		BK014214		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR7976357_2		NULL	1	202210806	bacteria	ssRNA(+)	1345
Rainacovirus pelenecus	E		BK014093		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR5466725_4		NULL	1	202210808	bacteria	ssRNA(+)	1346
Rainacovirus pelocola	E		BK013661		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR5467091_1		NULL	1	202210811	bacteria	ssRNA(+)	1347
Rainacovirus pelohabitans	E		BK014156		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR6960551_1		NULL	1	202210812	bacteria	ssRNA(+)	1348
Rainacovirus pelovicinum	E		BK014185		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR7976310_2		NULL	1	202210813	bacteria	ssRNA(+)	1349
Rainacovirus tellurivicinum	E		BK014002		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Esthiorhiza.2_15		NULL	1	202210809	bacteria	ssRNA(+)	1350
Rainacovirus tellurivivens	E		BK013564		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Gerhypos.4_59		NULL	1	202210810	bacteria	ssRNA(+)	1351
Rainacovirus terradaptatum	E		BK013514		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Zoerhiza.1_36		NULL	1	202210814	bacteria	ssRNA(+)	1352
Rainacovirus terricola	E		BK013526		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Zoerhiza.4_7		NULL	1	202210815	bacteria	ssRNA(+)	1353
Scloravirus humicola	E		BK013456		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Gerhypos.3_27		NULL	1	202210817	bacteria	ssRNA(+)	1354
Sdonativirus humihabitans	E		BK013781		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Gephyllon.1_7		NULL	1	202210819	bacteria	ssRNA(+)	1355
Sdribtuvirus humivicinum	E		BK014017		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Gephyllon.2_6		NULL	1	202210821	bacteria	ssRNA(+)	1356
Shopitevirus limenecus	E		BK013607		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR6960803_2		NULL	1	202210823	bacteria	ssRNA(+)	1357
Stupavirus arvadaptatum	E		BK013967		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Zoerhiza.2_26		NULL	1	202210826	bacteria	ssRNA(+)	1358
Stupavirus chorovivens	E		BK013416		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Gerhypos.2_41		NULL	1	202210825	bacteria	ssRNA(+)	1359
Tsecebavirus borborovicinum	E		BK013761		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR7976356_2		NULL	1	202210828	bacteria	ssRNA(+)	1360
Wahbolevirus lutadaptatum	E		BK014094		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR5466725_2		NULL	1	202210830	bacteria	ssRNA(+)	1361
Wecineivirus lutihabitans	E		BK014209		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR7976326_1		NULL	1	202210832	bacteria	ssRNA(+)	1362
Whodehavirus pelovicinum	E		BK014149		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR6960549_2		NULL	1	202210834	bacteria	ssRNA(+)	1363
Wulosvivirus asiocola	E		BK014104		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR5466725_1		NULL	1	202210836	bacteria	ssRNA(+)	1364
Yekorevirus terrivivens	E		BK013403		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Gephyllon.1_12		NULL	1	202210838	bacteria	ssRNA(+)	1365
Yeshinuvirus humadaptatum	E		BK013492		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Esthiorhiza.4_4		NULL	1	202210840	bacteria	ssRNA(+)	1366
Yeshinuvirus humicola	E		BK013949		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Gephyllon.1_2		NULL	1	202210841	bacteria	ssRNA(+)	1367
Apeevirus quebecense	E		AF334111	NC_002700	Complete genome	NULL	NULL	NULL	Acinetobacter phage AP205		NULL	1	202210844	bacteria	ssRNA(+)	1368
Beshanovirus aquicola	E		BK014219		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR5995670_1		NULL	1	202210846	bacteria	ssRNA(+)	1369
Kahshuvirus borborenecus	E		BK013751		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR7976325_5		NULL	1	202210848	bacteria	ssRNA(+)	1370
Kohmavirus luticola	E		BK013611		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR6960803_4		NULL	1	202210850	bacteria	ssRNA(+)	1371
Samuneavirus asiocola	E		BK013685		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR6960509_4		NULL	1	202210852	bacteria	ssRNA(+)	1372
Tehuhdavirus pelovivens	E		BK014092		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR5466725_8		NULL	1	202210854	bacteria	ssRNA(+)	1373
Adahivirus asienecus	E		BK014173		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR7976300_7		NULL	1	202210219	bacteria	ssRNA(+)	1374
Aldhiuvirus defluviicola	E		BK013368		Coding-complete genome	NULL	NULL	NULL	ssRNA phage ESE006		NULL	1	202210221	bacteria	ssRNA(+)	1375
Amubhivirus agrivicinum	E		BK013471		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Esthiorhiza.4_3		NULL	1	202210223	bacteria	ssRNA(+)	1376
Andhasavirus agrivivens	E		BK013862		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Gerhypos.4_17		NULL	1	202210225	bacteria	ssRNA(+)	1377
Andhasavirus borborocola	E		BK013749		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR7976325_13		NULL	1	202210226	bacteria	ssRNA(+)	1378
Andhaxevirus choradaptatum	E		BK013773		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Esthiorhiza.2_44		NULL	1	202210229	bacteria	ssRNA(+)	1379
Andhaxevirus chorenecus	E		BK013918		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Zoerhiza.1_26		NULL	1	202210228	bacteria	ssRNA(+)	1380
Andhaxevirus chorocola	E		BK013549		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Gerhypos.1_32		NULL	1	202210230	bacteria	ssRNA(+)	1381
Anedhivirus chorovicinum	E		BK013483		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Gerhypos.3_3		NULL	1	202210232	bacteria	ssRNA(+)	1382
Apukhovirus arvihabitans	E		BK014037		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Esthiorhiza.1_9		NULL	1	202210234	bacteria	ssRNA(+)	1383
Ashucavirus caenicola	E		BK014127		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR5467091_8		NULL	1	202210237	bacteria	ssRNA(+)	1384
Ashucavirus caenihabitans	E		BK013688		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR6960540_1		NULL	1	202210238	bacteria	ssRNA(+)	1385
Ashucavirus caenivicinum	E		BK013766		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR7976357_8		NULL	1	202210236	bacteria	ssRNA(+)	1386
Bahscuvirus limivicinum	E		BK014100		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR5466725_10		NULL	1	202210240	bacteria	ssRNA(+)	1387
Bathrivirus terrenecus	E		BK013548		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Esthiorhiza.4_18		NULL	1	202210242	bacteria	ssRNA(+)	1388
Behevivirus limivivens	E		BK014157		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR6960551_10		NULL	1	202210244	bacteria	ssRNA(+)	1389
Behlfluvirus lutadaptatum	E		BK014175		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR7976301_6		NULL	1	202210246	bacteria	ssRNA(+)	1390
Bertavirus lutihabitans	E		BK013720		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR7976300_3		NULL	1	202210248	bacteria	ssRNA(+)	1391
Bihdovirus pelohabitans	E		BK014047		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR6050738_2		NULL	1	202210250	bacteria	ssRNA(+)	1392
Bisdanovirus hydrocola	E		BK014220		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR5995670_2		NULL	1	202210252	bacteria	ssRNA(+)	1393
Blafavirus pelovivens	E		BK014182		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR7976310_8		NULL	1	202210254	bacteria	ssRNA(+)	1394
Bohnovirus asienecus	E		BK014186		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR7976310_11		NULL	1	202210256	bacteria	ssRNA(+)	1395
Bohwovirus asiocola	E		BK014153		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR6960551_4		NULL	1	202210258	bacteria	ssRNA(+)	1396
Boloprevirus asiohabitans	E		BK013583		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR6960507_5		NULL	1	202210261	bacteria	ssRNA(+)	1397
Boloprevirus asiovicinum	E		BK013696		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR6960551_8		NULL	1	202210262	bacteria	ssRNA(+)	1398
Boloprevirus asiovivens	E		BK013701		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR6960797_2		NULL	1	202210260	bacteria	ssRNA(+)	1399
Boloprevirus borboradaptatum	E		BK013602		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR6960799_15		NULL	1	202210263	bacteria	ssRNA(+)	1400
Boschuvirus borborocola	E		BK013624		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR5208572_1		NULL	1	202210265	bacteria	ssRNA(+)	1401
Breudwovirus borborohabitans	E		BK014134		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR6254351_1		NULL	1	202210267	bacteria	ssRNA(+)	1402
Brudgevirus borborovicinum	E		BK013667		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR6049586_1		NULL	1	202210271	bacteria	ssRNA(+)	1403
Brudgevirus borborovivens	E		BK013597		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR6960799_21		NULL	1	202210272	bacteria	ssRNA(+)	1404
Brudgevirus caenadaptatum	E		BK014062		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR6960799_22		NULL	1	202210273	bacteria	ssRNA(+)	1405
Brudgevirus caenenecus	E		BK014069		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR6960799_23		NULL	1	202210274	bacteria	ssRNA(+)	1406
Brudgevirus caenicola	E		BK013714		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR7976299_11		NULL	1	202210275	bacteria	ssRNA(+)	1407
Brudgevirus defluviicola	E		BK013377		Coding-complete genome	NULL	NULL	NULL	ssRNA phage ESE029		NULL	1	202210269	bacteria	ssRNA(+)	1408
Brudgevirus humadaptatum	E		BK013440		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Zoerhiza.2_7		NULL	1	202210276	bacteria	ssRNA(+)	1409
Brudgevirus terrivivens	E		BK013453		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Esthiorhiza.2_36		NULL	1	202210270	bacteria	ssRNA(+)	1410
Buhdavirus caenihabitans	E		BK013697		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR6960551_9		NULL	1	202210278	bacteria	ssRNA(+)	1411
Cahdavirus humicola	E		BK013936		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Gephyllon.2_12		NULL	1	202210280	bacteria	ssRNA(+)	1412
Cahrpivirus caenivivens	E		BK014111		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR5466728_3		NULL	1	202210282	bacteria	ssRNA(+)	1413
Cahrpivirus humenecus	E		BK014040		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Gerhypos.4_61		NULL	1	202210283	bacteria	ssRNA(+)	1414
Caloevirus agradaptatum	E		BK013437		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Gerhypos.1_49		NULL	1	202210286	bacteria	ssRNA(+)	1415
Caloevirus humivivens	E		BK013995		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Esthiorhiza.4_9		NULL	1	202210285	bacteria	ssRNA(+)	1416
Cauhldivirus limadaptatum	E		BK013636		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR5466725_13		NULL	1	202210289	bacteria	ssRNA(+)	1417
Cauhldivirus limenecus	E		BK013707		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR7976299_8		NULL	1	202210288	bacteria	ssRNA(+)	1418
Cauhldivirus limicola	E		BK013708		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR7976299_9		NULL	1	202210290	bacteria	ssRNA(+)	1419
Cehakivirus limihabitans	E		BK013580		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR6960507_7		NULL	1	202210292	bacteria	ssRNA(+)	1420
Chaedoavirus insecticola	E		BK013357		Coding-complete genome	NULL	NULL	NULL	ssRNA phage AIN002		NULL	1	202210294	bacteria	ssRNA(+)	1421
Chahsmivirus agrivicinum	E		BK013547		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Gerhypos.1_9		NULL	1	202210296	bacteria	ssRNA(+)	1422
Chahsmivirus agrivivens	E		BK013442		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Gerhypos.3_17		NULL	1	202210297	bacteria	ssRNA(+)	1423
Chahsmivirus choradaptatum	E		BK013929		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Gerhypos.3_9		NULL	1	202210298	bacteria	ssRNA(+)	1424
Chahsmivirus limivicinum	E		BK013620		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR5208570_1		NULL	1	202210299	bacteria	ssRNA(+)	1425
Chahsmivirus limivivens	E		BK014106		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR5466727_3		NULL	1	202210300	bacteria	ssRNA(+)	1426
Chahsmivirus lutadaptatum	E		BK014174		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR7976301_7		NULL	1	202210301	bacteria	ssRNA(+)	1427
Chihyovirus lutenecus	E		BK013594		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR6960799_14		NULL	1	202210303	bacteria	ssRNA(+)	1428
Chobevirus lutivicinum	E		BK013722		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR7976300_6		NULL	1	202210305	bacteria	ssRNA(+)	1429
Choctavirus fulminicola	E		BK014221		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR7687334_1		NULL	1	202210307	bacteria	ssRNA(+)	1430
Cintrevirus pelocola	E		BK013650		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR5466729_1		NULL	1	202210309	bacteria	ssRNA(+)	1431
Condavirus arvenecus	E		BK014016		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Gephyllon.1_10		NULL	1	202210313	bacteria	ssRNA(+)	1432
Condavirus arvicola	E		BK013856		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Esthiorhiza.2_49		NULL	1	202210312	bacteria	ssRNA(+)	1433
Condavirus arvihabitans	E		BK013972		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Gephyllon.4_13		NULL	1	202210314	bacteria	ssRNA(+)	1434
Condavirus arvivicinum	E		BK013778		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Gerhypos.1_28		NULL	1	202210315	bacteria	ssRNA(+)	1435
Condavirus arvivivens	E		BK013859		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Gerhypos.1_29		NULL	1	202210316	bacteria	ssRNA(+)	1436
Condavirus edaphadaptatum	E		BK014036		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Gerhypos.2_12		NULL	1	202210311	bacteria	ssRNA(+)	1437
Condavirus edaphenecus	E		BK013823		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Gerhypos.4_67		NULL	1	202210318	bacteria	ssRNA(+)	1438
Condavirus edaphocola	E		BK013528		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Gerhypos.4_66		NULL	1	202210317	bacteria	ssRNA(+)	1439
Condavirus edaphohabitans	E		BK013433		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Zoerhiza.1_38		NULL	1	202210319	bacteria	ssRNA(+)	1440
Condavirus edaphovicinum	E		BK013901		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Zoerhiza.3_4		NULL	1	202210320	bacteria	ssRNA(+)	1441
Creshivirus fonticola	E		BK013365		Coding-complete genome	NULL	NULL	NULL	ssRNA phage EMS014		NULL	1	202210322	bacteria	ssRNA(+)	1442
Creshivirus pelohabitans	E		BK014067		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR6960799_9		NULL	1	202210323	bacteria	ssRNA(+)	1443
Cunavirus pretoriense	E		JX045649	NC_019920	Complete genome	NULL	NULL	NULL	Enterobacteria phage C-1 INW-2012		NULL	1	202210325	bacteria	ssRNA(+)	1444
Dahmuvirus insecticola	E		BK013358		Coding-complete genome	NULL	NULL	NULL	ssRNA phage AIN003		NULL	1	202210327	bacteria	ssRNA(+)	1445
Darnbovirus asiadaptatum	E		BK013618		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR7473382_3		NULL	1	202210329	bacteria	ssRNA(+)	1446
Decadevirus asienecus	E		BK013625		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR5466337_2		NULL	1	202210331	bacteria	ssRNA(+)	1447
Decadevirus asiocola	E		BK013643		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR5466727_2		NULL	1	202210332	bacteria	ssRNA(+)	1448
Dehcevirus asiohabitans	E		BK013635		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR5466725_14		NULL	1	202210334	bacteria	ssRNA(+)	1449
Dehcevirus asiovicinum	E		BK013743		Coding-complete genome	NULL	NULL	NULL	ssRNA phage SRR7976325_12		NULL	1	202210336	bacteria	ssRNA(+)	1450
Dehcevirus soladaptatum	E		BK013554		Coding-complete genome	NULL	NULL	NULL	ssRNA phage Gerhypos.4_13		NULL	1	202210335	bacteria	ssRNA(+)	1451
